Ano,Mês,Vereador,Especificação,Credor,CNPJ,Valor Total,Saldo
2024,8,JORGE PINHEIRO,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,297.0,25575.66
2024,8,JORGE PINHEIRO,Despesas com Telefonia Móvel,TELEFÔNICA BRASIL S.A,02.558.157/0001/62,151.94,25423.72
2024,8,JORGE PINHEIRO,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,06.621.791/0001-53,1300.0,24123.72
2024,8,JOSÉ FREIRE,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7870.06,19400.29
2024,8,JOSÉ FREIRE,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5200.0,14200.29
2024,8,JOSÉ FREIRE,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2000.0,12200.29
2024,8,JOSÉ FREIRE,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,12200.29
2024,8,JOSÉ FREIRE,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,6408.0,5792.29
2024,8,JOSÉ FREIRE,,NA,NA,0.0,5792.29
2024,8,JULIERME SENA,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7100.0,20038.13
2024,8,JULIERME SENA,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5400.0,14638.13
2024,8,JULIERME SENA,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2700.0,11938.13
2024,8,JULIERME SENA,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,1350.0,10588.13
2024,8,JULIERME SENA,Despesas com Comunicação e Divulgação de Mandato,PRM COMUNIC. GESTÃO EMPRES. LTDA,37.842.306/0001-03,5200.0,5388.13
2024,8,JULIERME SENA,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,5050.0,338.13
2024,8,JÚLIO BRIZZI,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7870.0,19336.76
2024,8,JÚLIO BRIZZI,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5427.63,13909.13
2024,8,JÚLIO BRIZZI,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,1026.07,12883.06
2024,8,JÚLIO BRIZZI,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,1080.0,11803.06
2024,8,JÚLIO BRIZZI,Despesas com  Telefonia Móvel,CLARO S.A,40.432.544/0001/47,98.59,11704.47
2024,8,JÚLIO BRIZZI,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,06.621.791/0001-53,5000.0,6704.47
2024,8,JÚLIO BRIZZI,,NA,NA,0.0,6704.47
2024,8,KÁTIA RODRIGUES,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7044.0,20408.72
2024,8,KÁTIA RODRIGUES,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5400.0,15008.72
2024,8,KÁTIA RODRIGUES,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2360.0,12648.72
2024,8,KÁTIA RODRIGUES,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,12648.72
2024,8,KÁTIA RODRIGUES,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,6047.14,6601.58
2024,8,KÁTIA RODRIGUES,,NA,NA,0.0,6601.58
2024,8,LÉO COUTO,Vale Combustível,PRIME LTDA,05.340.639/0001-30,5100.0,25427.26
2024,8,LÉO COUTO,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,3000.0,22427.26
2024,8,LÉO COUTO,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2360.0,20067.26
2024,8,LÉO COUTO,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,20067.26
2024,8,LÉO COUTO,Despesas com Consultoria Jurídica,E.A. ADVOCACIA,50.744.970/0001-70,2886.75,17180.51
2024,8,LÉO COUTO,Despesas com Consultoria Jurídica,E.A. ADVOCACIA,50.744.970/0001-70,6703.25,10477.26
2024,8,LÉO COUTO,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,9440.0,1037.26
2024,8,LUCIANO GIRÃO,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7844.0,19764.82
2024,8,LUCIANO GIRÃO,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5420.0,14344.82
2024,8,LUCIANO GIRÃO,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2713.0,11631.82
2024,8,LUCIANO GIRÃO,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,594.0,11037.82
2024,8,LUCIANO GIRÃO,Despesas com Telefonia Móvel,TELEFÔNICA BRASIL S.A,02.558.157/0001/62,37.99,10999.83
2024,8,LUCIANO GIRÃO,Despesas com  Telefonia Móvel,CLARO S.A,40.432.544/0001/47,52.87,10946.96
2024,8,LUCIANO GIRÃO,Despesas com Consultoria Jurídica,ANTº. ALBUQUERQUE ADVOCACIA,47.730.644/0001-07,6735.75,4211.21
2024,8,LUCIANO GIRÃO,,NA,NA,0.0,4211.21
2024,8,LÚCIO BRUNO,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7870.0,20056.91
2024,8,LÚCIO BRUNO,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5427.63,14629.28
2024,8,LÚCIO BRUNO,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2713.81,11915.47
2024,8,LÚCIO BRUNO,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,11915.47
2024,8,LÚCIO BRUNO,Despesas com Telefonia Móvel,TIM S.A,02.421421/0001-11,895.1,11020.37
2024,8,LÚCIO BRUNO,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,9440.0,1580.37
2024,8,MARCELO LEMOS,Vale Combustível,PRIME LTDA,05.340.639/0001-30,6712.19,20458.88
2024,8,MARCELO LEMOS,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5427.63,15031.25
2024,8,MARCELO LEMOS,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2713.81,12317.44
2024,8,MARCELO LEMOS,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,12317.44
2024,8,MARCELO LEMOS,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,5500.0,6817.44
2024,8,MARCELO MENDES ( SUPLENTE ),Vale Combustível,PRIME LTDA,05.340.639/0001-30,7100.0,20376.26
2024,8,MARCELO MENDES ( SUPLENTE ),Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5400.0,14976.26
2024,8,MARCELO MENDES ( SUPLENTE ),Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2700.0,12276.26
2024,8,MARCELO MENDES ( SUPLENTE ),Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,1350.0,10926.26
2024,8,MARCELO MENDES ( SUPLENTE ),Despesas com Comunicação e Divulgação de Mandato,PRM COMUNIC. GESTÃO EMPRES. LTDA,37.842.306/0001-03,0.0,10926.26
2024,8,MARCELO MENDES ( SUPLENTE ),Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,0.0,10926.26
2024,8,MÁRCIO MARTINS,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7870.06,19269.01
2024,8,MÁRCIO MARTINS,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5427.63,13841.38
2024,8,MÁRCIO MARTINS,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2713.81,11127.57
2024,8,MÁRCIO MARTINS,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,207.0,10920.57
2024,8,MÁRCIO MARTINS,Despesas com Telefonia Móvel,TELEFÔNICA BRASIL S.A,02.558.157/0001/62,1968.98,8951.59
2024,8,MÁRCIO MARTINS,Despesas com  Telefonia Móvel,CLARO S.A,40.432.544/0001/47,128.89,8822.7
2024,8,MÁRCIO MARTINS,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,8822.0,0.7
2024,8,MICHEL LINS,Vale Combustível,PRIME LTDA,05.340.639/0001-30,6844.0,20295.76
2024,8,MICHEL LINS,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,4720.0,15575.76
2024,8,MICHEL LINS,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2360.0,13215.76
2024,8,MICHEL LINS,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,360.0,12855.76
2024,8,MICHEL LINS,Despesas com Comunicação e Divulgação de Mandato,MARKETING ON SOFTWARE E PUB. LTDA,45.565.661/0001-00,6662.5,6193.26
2024,8,MICHEL LINS,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,6190.0,3.26
2024,8,PAULO MARTINS,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7850.0,19354.26
2024,8,PAULO MARTINS,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5420.0,13934.26
2024,8,PAULO MARTINS,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2713.0,11221.26
2024,8,PAULO MARTINS,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,1836.0,9385.26
2024,8,PAULO MARTINS,Despesas com Telefonia Móvel,TELEFÔNICA BRASIL S.A,02.558.157/0001/62,151.94,9233.32
2024,8,PAULO MARTINS,Despesas com  Telefonia Móvel,CLARO S.A,40.432.544/0001/47,891.41,8341.91
2024,8,PAULO MARTINS,Despesas com Serviço de Cartas,CORREIOS E TELÉGRAFOS,34.028.316/0010-02,3149.25,5192.66
2024,8,PAULO MARTINS,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,5050.0,142.66
2024,8,PEDRO MATOS,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7800.0,20199.44
2024,8,PEDRO MATOS,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5400.0,14799.44
2024,8,PEDRO MATOS,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2700.0,12099.44
2024,8,PEDRO MATOS,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,12099.44
2024,8,PEDRO MATOS,Despesas com  Telefonia Móvel,CLARO S.A,40.432.544/0001/47,65.32,12034.12
2024,8,PEDRO MATOS,Despesas com Comunicação e Divulgação de Mandato,R e K PRODUCÕES E ASSESORIA LTDA,16.880.815/0001-42,6784.53,5249.59
2024,8,PEDRO MATOS,Despesas com Consultoria Jurídica,CARVALHO E SANTOS ADV,34.636.322/0001-43,5132.0,117.59
2024,8,PPCELL,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7870.0,19295.14
2024,8,PPCELL,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5427.0,13868.14
2024,8,PPCELL,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2713.0,11155.14
2024,8,PPCELL,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,198.0,10957.14
2024,8,PPCELL,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,6510.0,4447.14
2024,8,PRISCILA COSTA,Vale Combustível,PRIME LTDA,05.340.639/0001-30,5190.0,21959.26
2024,8,PRISCILA COSTA,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,4720.0,17239.26
2024,8,PRISCILA COSTA,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2360.0,14879.26
2024,8,PRISCILA COSTA,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,14879.26
2024,8,PRISCILA COSTA,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,9440.0,5439.26
2024,8,PRISCILA COSTA,Despesas com Passagem aérea,R MORAES       AGENCIA DE TURISMO,06.955.770/0001-74,4577.59,861.67
2024,8,PROF. ENILSON,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7592.0,19677.84
2024,8,PROF. ENILSON,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5420.0,14257.84
2024,8,PROF. ENILSON,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2360.0,11897.84
2024,8,PROF. ENILSON,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,11897.84
2024,8,PROF. ENILSON,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,4998.42,6899.42
2024,8,RONALDO MARTINS,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7692.0,19446.26
2024,8,RONALDO MARTINS,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5420.0,14026.26
2024,8,RONALDO MARTINS,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2713.0,11313.26
2024,8,RONALDO MARTINS,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,1872.0,9441.26
2024,8,RONALDO MARTINS,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,4720.0,4721.26
2024,8,RONIVALDO MAIA,Vale Combustível,PRIME LTDA,05.340.639/0001-30,6844.0,26445.85
2024,8,RONIVALDO MAIA,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,4720.0,21725.85
2024,8,RONIVALDO MAIA,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2713.0,19012.85
2024,8,RONIVALDO MAIA,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,945.0,18067.85
2024,8,RONIVALDO MAIA,Despesas com Telefonia Móvel,TELEFÔNICA BRASIL S.A,02.558.157/0001/62,53.18,18014.67
2024,8,RONIVALDO MAIA,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,5662.0,12352.67
2024,8,TIA FRANCISCA,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7090.0,20055.11
2024,8,TIA FRANCISCA,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5420.0,14635.11
2024,8,TIA FRANCISCA,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2700.0,11935.11
2024,8,TIA FRANCISCA,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,11935.11
2024,8,TIA FRANCISCA,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,6400.0,5535.11
2024,8,WAGNER LOBO ( SUPLENTE ),Vale Combustível,PRIME LTDA,05.340.639/0001-30,7800.0,19451.7
2024,8,WAGNER LOBO ( SUPLENTE ),Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5420.0,14031.7
2024,8,WAGNER LOBO ( SUPLENTE ),Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2700.0,11331.7
2024,8,WAGNER LOBO ( SUPLENTE ),Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,11331.7
2024,8,WAGNER LOBO ( SUPLENTE ),Despesas com  Telefonia Móvel,TIM S.A,02.421421/0001-11,1664.43,9667.27
2024,8,WAGNER LOBO ( SUPLENTE ),Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,9440.0,227.27
2024,8,WELLINGTON SÁBOIA,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7870.06,19341.91
2024,8,WELLINGTON SÁBOIA,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5427.59,13914.32
2024,8,WELLINGTON SÁBOIA,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2676.35,11237.97
2024,8,WELLINGTON SÁBOIA,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,225.0,11012.97
2024,8,WELLINGTON SÁBOIA,Despesas com  Telefonia Móvel,CLARO S.A,40.432.544/0001/47,81.4,10931.57
2024,8,WELLINGTON SÁBOIA,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,4262.0,6669.57
2024,8,WELLINGTON SÁBOIA,Despesas com Consultoria Jurídica,ANTº. ALBUQUERQUE ADVOCACIA,47.730.644/0001-07,6524.5,145.07
2024,9,ADAIL JR,Vale Combustível,PRIME LTDA,05.340.639/0001-30,6844.0,27842.39
2024,9,ADAIL JR,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,4720.0,23122.39
2024,9,ADAIL JR,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2360.0,20762.39
2024,9,ADAIL JR,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,20762.39
2024,9,ADAIL JR,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,9440.0,11322.39
2024,9,ADAIL JR,Despesas com Serviço Gráfico (Ref. Agosto),GRÁFICA RDS,02.265.186/0001-36,6678.0,4644.39
2024,9,ADAIL JR,Despesas com Serviço Gráfico( Ref. Set ),GRÁFICA RDS,02.265.186/0001-36,4512.78,131.61
2024,9,ADRIANA ALMEIDA ( SUPLENTE ),Vale Combustível,PRIME LTDA,05.340.639/0001-30,7850.0,20551.99
2024,9,ADRIANA ALMEIDA ( SUPLENTE ),Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5420.0,15131.99
2024,9,ADRIANA ALMEIDA ( SUPLENTE ),Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2710.0,12421.99
2024,9,ADRIANA ALMEIDA ( SUPLENTE ),Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,1242.0,11179.99
2024,9,ADRIANA ALMEIDA ( SUPLENTE ),Despesas com Telefonia Móvel,TELEFÔNICA BRASIL S.A,02.558.157/0001/62,37.99,11142.0
2024,9,ADRIANA ALMEIDA ( SUPLENTE ),Despesas com Serviço Gráfico,GRÁFICA PRINTCOLOR,02.824.298/0001-80,5641.0,5501.0
2024,9,ADRIANA ALMEIDA ( SUPLENTE ),Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,3619.14,1881.86
2024,9,ADRIANA ALMEIDA ( SUPLENTE ),Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,1880.86,1.0
2024,9,ADRIANA NOSSA  CARA,Vale Combustível,PRIME LTDA,05.340.639/0001-30,6340.0,29065.35
2024,9,ADRIANA NOSSA  CARA,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,4700.0,24365.35
2024,9,ADRIANA NOSSA  CARA,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2080.0,22285.35
2024,9,ADRIANA NOSSA  CARA,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,2268.0,20017.35
2024,9,ADRIANA NOSSA  CARA,Despesas com  Telefonia Móvel,TIM S.A,02.421421/0001-11,63.33,19954.02
2024,9,ADRIANA NOSSA  CARA,Despesas com Consultoria Jurídica,BRUNO DE SOUSA-SOC.IND.ADVOCACIA,47.771.413/0001-33,3849.0,16105.02
2024,9,ANA ARACAPÉ,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7870.06,26169.07
2024,9,ANA ARACAPÉ,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5427.63,20741.44
2024,9,ANA ARACAPÉ,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2713.0,18028.44
2024,9,ANA ARACAPÉ,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,279.0,17749.44
2024,9,ANA ARACAPÉ,Despesas com Serviço Gráfico(Ref. Agosto),GRÁFICA SOLUÇÃO,19.386.760/0001-07,6634.0,11115.44
2024,9,ANA ARACAPÉ,Despesas com Serviço Gráfico(Ref. Set),GRÁFICA SOLUÇÃO,19.386.760/0001-07,6634.0,4481.44
2024,9,ANA ARACAPÉ,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,3619.14,862.3
2024,9,ANA ARACAPÉ,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,460.8,401.5
2024,9,ANA PAULA,Vale Combustível,PRIME LTDA,05.340.639/0001-30,5492.0,28423.32
2024,9,ANA PAULA,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5420.0,23003.32
2024,9,ANA PAULA,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2480.0,20523.32
2024,9,ANA PAULA,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,20523.32
2024,9,ANA PAULA,Despesas com Telefonia Móvel,TELEFÔNICA BRASIL S.A,02.558.157/0001/62,153.0,20370.32
2024,9,ANA PAULA,Despesas com Serviço Gráfico (Ref. Agosto),GRÁFICA PRINTCOLOR,02.824.298/0001-80,6767.88,13602.44
2024,9,ANA PAULA,Despesas com Serviço Gráfico( Ref.Set),GRÁFICA PRINTCOLOR,02.824.298/0001-80,6647.34,6955.1
2024,9,ANA PAULA,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,6817.0,138.1
2024,9,BRUNO MESQUITA,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7844.0,24865.39
2024,9,BRUNO MESQUITA,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5420.0,19445.39
2024,9,BRUNO MESQUITA,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2710.0,16735.39
2024,9,BRUNO MESQUITA,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,16735.39
2024,9,BRUNO MESQUITA,Despesas com Serviço Gráfico(Ref.Agosto),GRÁFICA RDS,02.265.186/0001-36,5565.0,11170.39
2024,9,BRUNO MESQUITA,Despesas com Serviço Gráfico( Ref.Set ),GRÁFICA RDS,02.265.186/0001-36,5432.05,5738.34
2024,9,BRUNO MESQUITA,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,5670.0,68.34
2024,9,CARLOS MESQUITA,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7870.06,23886.23
2024,9,CARLOS MESQUITA,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5427.63,18458.6
2024,9,CARLOS MESQUITA,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2713.81,15744.79
2024,9,CARLOS MESQUITA,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,639.0,15105.79
2024,9,CARLOS MESQUITA,Despesas com Telefonia Móvel,TELEFÔNICA BRASIL S.A,02.558.157/0001/62,113.96,14991.83
2024,9,CARLOS MESQUITA,Despesas com Telefonia Móvel,TIM S.A,02.421.421/0001-11,125.8,14866.03
2024,9,CARLOS MESQUITA,Despesas com Serviço Gráfico(Ref.Agosto),GRÁFICA RDS,02.265.186/0001-36,2400.74,12465.29
2024,9,CARLOS MESQUITA,Despesas com Serviço Gráfico(Ref.Set),GRÁFICA RDS,02.265.186/0001-36,6678.0,5787.29
2024,9,CARLOS MESQUITA,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,5670.0,117.29
2024,9,CLAÚDIA GOMES,Vale Combustível,PRIME LTDA,05.340.639/0001-30,5192.0,31293.05
2024,9,CLAÚDIA GOMES,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,4720.0,26573.05
2024,9,CLAÚDIA GOMES,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2360.0,24213.05
2024,9,CLAÚDIA GOMES,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,270.0,23943.05
2024,9,CLAÚDIA GOMES,Despesas com Telefonia Móvel,TELEFÔNICA BRASIL S.A,02.558.157/0001/62,212.87,23730.18
2024,9,CLAÚDIA GOMES,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,7000.0,16730.18
2024,9,CONSUL DO POVO ( ERIVALDO XAVIER),Vale Combustível,PRIME LTDA,05.340.639/0001-30,5192.0,29601.21
2024,9,CONSUL DO POVO ( ERIVALDO XAVIER),Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,4720.0,24881.21
2024,9,CONSUL DO POVO ( ERIVALDO XAVIER),Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,300.0,24581.21
2024,9,CONSUL DO POVO ( ERIVALDO XAVIER),Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,270.0,24311.21
2024,9,CONSUL DO POVO ( ERIVALDO XAVIER),Despesas com Serviço Gráfico(Ref.Agosto),GRÁFICA ESTRELA,07.097.989/0001-42,6728.81,17582.4
2024,9,CONSUL DO POVO ( ERIVALDO XAVIER),Despesas com Serviço Gráfico(Ref. Setemb),GRÁFICA ESTRELA,07.097.989/0001-42,6737.66,10844.74
2024,9,CONSUL DO POVO ( ERIVALDO XAVIER),Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,9440.0,1404.74
2024,9,DANILO LOPES,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7870.06,29356.21
2024,9,DANILO LOPES,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5420.0,23936.21
2024,9,DANILO LOPES,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2710.0,21226.21
2024,9,DANILO LOPES,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,594.0,20632.21
2024,9,DANILO LOPES,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,5630.16,15002.05
2024,9,DANILO LOPES,Despesas com Consultoria Jurídica,E.A. ADVOCACIA,50.744.970/0001-70,6415.0,8587.05
2024,9,DANILO LOPES,Despesas com serviço Gráfico,GRÁFICA  SOLUÇÃO,19.386.760/0001-07,2611.02,5976.03
2024,9,DIDI MANGUEIRA ( SUPLENTE ),Vale Combustível,PRIME LTDA,05.340.639/0001-30,7870.0,23886.26
2024,9,DIDI MANGUEIRA ( SUPLENTE ),Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5427.0,18459.26
2024,9,DIDI MANGUEIRA ( SUPLENTE ),Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2713.0,15746.26
2024,9,DIDI MANGUEIRA ( SUPLENTE ),Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,15746.26
2024,9,DIDI MANGUEIRA ( SUPLENTE ),Despesas com Serviço Gráfico ( ref. Agosto),GRÁFICA RDS,02.265.186/0001-36,4596.35,11149.91
2024,9,DIDI MANGUEIRA ( SUPLENTE ),Despesas com Serviço Gráfico( ref. set),GRÁFICA RDS,02.265.186/0001-36,4452.0,6697.91
2024,9,DIDI MANGUEIRA ( SUPLENTE ),Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,6510.0,187.91
2024,9,DR VICENTE,Vale Combustível,PRIME LTDA,05.340.639/0001-30,6700.0,31537.83
2024,9,DR VICENTE,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,4550.0,26987.83
2024,9,DR VICENTE,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2200.0,24787.83
